Key,Source,Context,Changes,English,German
SignalSmokeAmmoSmall,blocks,QuestItems,,Faint smoke signal (Ammo),Schwaches Rauchsignal (Munition)
SignalSmokeAmmoBig,blocks,QuestItems,,Medium smoke signal (Ammo),Mittleres Rauchsignal (Munition)
SignalSmokeAmmoLarge,blocks,QuestItems,,Strong smoke signal (Ammo),Starkes Rauchsignal (Munition)
quest_support_statement,Quest,Quest Info,,Receive a load of support,Erhalten Sie jede Menge Unterstützung
quest_support_subtitle,Quest,Quest Info,,Receive a load of support,Erhalten Sie jede Menge Unterstützung
quest_support_response,Quest,Quest Info,,Request support([DECEA3]{poi.distance} {poi.direction}[-]),Support anfordern([DECEA3]{poi.distance} {poi.direction}[-])
SmallCase_Name,Quest,Quest Info,,Support Request [DECEA3]Small Case[-],Supportanfrage [DECEA3]Kleiner Fall[-]
SmallCase01_Offer,Quest,Quest Info,,"You have requested a small support case. Go to the designated location and place the smoke signal when ready. Be careful, it may attract unwanted guests. If you manage to hold out for a while, you will receive a small resource pack [DECEA3]Ultra Light Alloys[-]","Sie haben einen kleinen Supportfall angefordert. Gehen Sie zum vorgesehenen Ort und platzieren Sie das Rauchsignal, wenn Sie bereit sind. Seien Sie vorsichtig, es könnte unerwünschte Gäste anlocken. Wenn du es schaffst, eine Weile durchzuhalten, erhältst du ein kleines Ressourcenpaket [DECEA3]Ultraleichte Legierungen[-]"
SmallCase02_Offer,Quest,Quest Info,,"You have requested a small support case. Go to the designated location and place the smoke signal when ready. Be careful, it may attract unwanted guests. If you manage to hold out for a while, you will receive a small resource pack [DECEA3]Ultra Strength Alloys[-]","Sie haben einen kleinen Supportfall angefordert. Gehen Sie zum vorgesehenen Ort und platzieren Sie das Rauchsignal, wenn Sie bereit sind. Seien Sie vorsichtig, es könnte unerwünschte Gäste anlocken. Wenn Sie es schaffen, eine Weile durchzuhalten, erhalten Sie ein kleines Ressourcenpaket [DECEA3]Ultra Strength Alloys[-]"
SmallCase03_Offer,Quest,Quest Info,,"You have requested a small support case. Go to the designated location and place the smoke signal when ready. Be careful, it may attract unwanted guests. If you manage to hold out for a while, you will receive a small resource pack [DECEA3]Experimental alloys[-]","Sie haben einen kleinen Supportfall angefordert. Gehen Sie zum vorgesehenen Ort und platzieren Sie das Rauchsignal, wenn Sie bereit sind. Seien Sie vorsichtig, es könnte unerwünschte Gäste anlocken. Wenn Sie es schaffen, eine Weile durchzuhalten, erhalten Sie ein kleines Ressourcenpaket [DECEA3]Experimentelle Legierungen[-]"
MediumCase_Name,Quest,Quest Info,,Support Request [DECEA3]Medium Case[-],Supportanfrage [DECEA3]Mittelgroßer Fall[-]
MediumCase01_Offer,Quest,Quest Info,,"You have requested a medium support case. Go to the designated location and place the smoke signal when ready. Be careful, it will attract sleepers from all around. If you manage to hold out for a while, you will receive a medium resource pack [DECEA3]Ultra Light Alloys[-]","Sie haben einen mittleren Supportfall angefordert. Gehen Sie zum vorgesehenen Ort und platzieren Sie das Rauchsignal, wenn Sie bereit sind. Seien Sie vorsichtig, es wird Schläfer von überall her anlocken. Wenn Sie es schaffen, eine Weile durchzuhalten, erhalten Sie ein mittleres Ressourcenpaket [DECEA3]Ultraleichte Legierungen[-]"
MediumCase02_Offer,Quest,Quest Info,,"You have requested a medium support case. Go to the designated location and place the smoke signal when ready. Be careful, it will attract sleepers from all around. If you manage to hold out for a while, you will receive a medium resource pack [DECEA3]Ultra Strength Alloys[-]","Sie haben einen mittleren Supportfall angefordert. Gehen Sie zum vorgesehenen Ort und platzieren Sie das Rauchsignal, wenn Sie bereit sind. Seien Sie vorsichtig, es wird Schläfer von überall her anlocken. Wenn Sie es schaffen, eine Weile durchzuhalten, erhalten Sie ein mittleres Ressourcenpaket [DECEA3]Ultra Strength Alloys[-]"
MediumCase03_Offer,Quest,Quest Info,,"You have requested a medium support case. Go to the designated location and place the smoke signal when ready. Be careful, it will attract sleepers from all around. If you manage to hold out for a while, you will receive a medium resource pack [DECEA3]Experimental Alloys[-]","Sie haben einen mittleren Supportfall angefordert. Gehen Sie zum vorgesehenen Ort und platzieren Sie das Rauchsignal, wenn Sie bereit sind. Seien Sie vorsichtig, es wird Schläfer von überall her anlocken. Wenn Sie es schaffen, eine Weile durchzuhalten, erhalten Sie ein mittleres Ressourcenpaket [DECEA3]Experimentelle Legierungen[-]"
BigCase_Name,Quest,Quest Info,,Support Request [DECEA3]Large Case[-],Supportanfrage [DECEA3]Großer Fall[-]
BigCase_Step1_Name,Quest,Quest Info,,Support Request: Start [DECEA3]Large Case[-],Supportanfrage: [DECEA3]Großen Fall starten[-]
BigCase_Step2_Name,Quest,Quest Info,,Support Request [DECEA3]Large Case[-],Supportanfrage [DECEA3]Großer Fall[-]
BigCase_Desc,Quest,Quest Info,,"Go to the designated point and place the smoke signal when you are ready. Be careful, this will attract the attention of the horde.\n\n[DECEA3]Be careful: you need to place the smoke signal after activating the task at the designated point. If you place it prematurely, the task will not be completed and you will have to cancel it without a reward.[-]","Gehen Sie zum vorgesehenen Punkt und platzieren Sie das Rauchsignal, wenn Sie bereit sind. Seien Sie vorsichtig, das wird die Aufmerksamkeit der Horde auf sich ziehen.\n\n[DECEA3]Seien Sie vorsichtig: Sie müssen das Rauchsignal platzieren, nachdem Sie die Aufgabe an der vorgesehenen Stelle aktiviert haben. Wenn Sie es vorzeitig platzieren, wird die Aufgabe nicht abgeschlossen und Sie müssen sie ohne Belohnung abbrechen.[-]"
BigCase01_Offer,Quest,Quest Info,,"You have requested a big support case. Go to the designated location and place the smoke signal when ready. Be careful, this will attract the attention of the horde. If you manage to hold out for a while, you will receive a big resource pack [DECEA3]Ultra Light Alloys[-]","Sie haben einen großen Supportfall angefordert. Gehen Sie zum vorgesehenen Ort und platzieren Sie das Rauchsignal, wenn Sie bereit sind. Seien Sie vorsichtig, dies wird die Aufmerksamkeit der Horde auf sich ziehen. Wenn Sie es schaffen, eine Weile durchzuhalten, erhalten Sie ein großes Ressourcenpaket [DECEA3]Ultraleichtlegierungen[-]"
BigCase02_Offer,Quest,Quest Info,,"You have requested a big support case. Go to the designated location and place the smoke signal when ready. Be careful, this will attract the attention of the horde. If you manage to hold out for a while, you will receive a big resource pack [DECEA3]Ultra Strength Alloys[-]","Sie haben einen großen Supportfall angefordert. Gehen Sie zum vorgesehenen Ort und platzieren Sie das Rauchsignal, wenn Sie bereit sind. Seien Sie vorsichtig, dies wird die Aufmerksamkeit der Horde auf sich ziehen. Wenn Sie es schaffen, eine Weile durchzuhalten, erhalten Sie ein großes Ressourcenpaket [DECEA3]Ultra Strength Alloys[-]"
BigCase03_Offer,Quest,Quest Info,,"You have requested a big support case. Go to the designated location and place the smoke signal when ready. Be careful, this will attract the attention of the horde. If you manage to hold out for a while, you will receive a big resource pack [DECEA3]Experimental Alloys[-]","Sie haben einen großen Supportfall angefordert. Gehen Sie zum vorgesehenen Ort und platzieren Sie das Rauchsignal, wenn Sie bereit sind. Seien Sie vorsichtig, dies wird die Aufmerksamkeit der Horde auf sich ziehen. Wenn Sie es schaffen, eine Weile durchzuhalten, erhalten Sie ein großes Ressourcenpaket [DECEA3]Experimentelle Legierungen[-]"
dropSmallLightAlloys,entityclasses,Entity,,[DECEA3]Small Case[-] [59F5FF]Ultra Light[-] Alloys,[DECEA3]Kleines Gehäuse[-] [59F5FF]Ultraleichte[-] Legierungen
dropSmallStrengthAlloys,entityclasses,Entity,,[DECEA3]Small Case[-] [E9653B]Ultra Strength[-] Alloys,[DECEA3]Kleines Gehäuse[-] [E9653B]Ultrafeste[-] Legierungen
dropSmallExperimentalAlloys,entityclasses,Entity,,[DECEA3]Small Case[-] [882FA7]Experimental[-] Alloys,[DECEA3]Kleines Gehäuse[-] [882FA7]Experimentelle[-] Legierungen
dropMediumLightAlloys,entityclasses,Entity,,[DECEA3]Medium Case[-] [59F5FF]Ultra Light[-] Alloys,[DECEA3]Mittelgroßes Gehäuse[-] [59F5FF]Ultraleichte[-] Legierungen
dropMediumStrengthAlloys,entityclasses,Entity,,[DECEA3]Medium Case[-] [E9653B]Ultra Strength[-] Alloys,[DECEA3]Mittelgroßes Gehäuse[-] [E9653B]Ultrastarke[-] Legierungen
dropMediumExperimentalAlloys,entityclasses,Entity,,[DECEA3]Medium Case[-] [882FA7]Experimental[-] Alloys,[DECEA3]Mittlerer Fall[-] [882FA7]Experimentelle[-] Legierungen
dropBigLightAlloys,entityclasses,Entity,,[DECEA3]Large Case[-] [59F5FF]Ultra Light[-] Alloys,[DECEA3]Großes Gehäuse[-] [59F5FF]Ultraleichte[-] Legierungen
dropBigStrengthAlloys,entityclasses,Entity,,[DECEA3]Large Case[-] [E9653B]Ultra Strength[-] Alloys,[DECEA3]Großes Gehäuse[-] [E9653B]Ultrafeste[-] Legierungen
dropBigExperimentalAlloys,entityclasses,Entity,,[DECEA3]Large Case[-] [882FA7]Experimental[-] Alloys,[DECEA3]Großer Fall[-] [882FA7]Experimentelle[-] Legierungen
drop762DU_100,entityclasses,Entity,,[DECEA3]Small Case:[-] 7.62 mm,"[DECEA3]Kleines Gehäuse:[-] 7,62 mm"
drop762DU_1000,entityclasses,Entity,,[DECEA3]Big Case:[-] 7.62 mm,"[DECEA3]Großes Gehäuse:[-] 7,62 mm"
drop762DU_5000,entityclasses,Entity,,[DECEA3]Large Case:[-] 7.62 mm,"[DECEA3]Großes Gehäuse:[-] 7,62 mm"
drop44MagnumDU_100,entityclasses,Entity,,[DECEA3]Small Case:[-] .44 Magnum,[DECEA3]Kleines Gehäuse:[-] .44 Magnum
drop44MagnumDU_1000,entityclasses,Entity,,[DECEA3]Big Case:[-] .44 Magnum,[DECEA3]Große Kiste:[-] .44 Magnum
drop44MagnumDU_5000,entityclasses,Entity,,[DECEA3]Large Case:[-] .44 Magnum,[DECEA3]Großes Gehäuse:[-] .44 Magnum
drop9mmDU_100,entityclasses,Entity,,[DECEA3]Small Case:[-] 9 mm,[DECEA3]Kleines Gehäuse:[-] 9 mm
drop9mmDU_1000,entityclasses,Entity,,[DECEA3]Big Case:[-] 9 mm,[DECEA3]Großes Gehäuse:[-] 9 mm
drop9mmDU_5000,entityclasses,Entity,,[DECEA3]Large Case:[-] 9 mm,[DECEA3]Großes Gehäuse:[-] 9 mm
dropShotgunDU_100,entityclasses,Entity,,[DECEA3]Small Case:[-] shotgun slugs,[DECEA3]Kleines Gehäuse:[-] Schrotflintengeschosse
dropShotgunDU_1000,entityclasses,Entity,,[DECEA3]Big Case:[-] shotgun slugs,[DECEA3]Großer Fall:[-] Schrotflintengeschosse
dropShotgunDU_5000,entityclasses,Entity,,[DECEA3]Large Case:[-] shotgun slugs,[DECEA3]Großer Koffer:[-] Schrotflintengeschosse
dropTurretDU_1500,entityclasses,Entity,,[DECEA3]Big Case:[-] Turret Ammunition,[DECEA3]Großer Fall:[-] Turmmunition
dropTurretDU_9000,entityclasses,Entity,,[DECEA3]Large Case:[-] Turret Ammunition,[DECEA3]Großer Koffer:[-] Turmmunition
drop_RareMed_Small,entityclasses,Entity,,[DECEA3]Small Case:[-] Rare medicines,[DECEA3]Kleiner Fall:[-] Seltene Medikamente
drop_RareMed_Big,entityclasses,Entity,,[DECEA3]Big Case:[-] Rare medicines,[DECEA3]Großer Fall:[-] Seltene Medikamente

===
=== Z_Rare_Modifiers ===
===


statRadBlocker,ui_display,Item stat,,Irradiation Blocker,Irradiation Blocker
statBossRegenerationBlocker,ui_display,Item stat,,Boss Recovery Blocker,Boss Recovery Blocker
statReducedEnemyDamage,ui_display,Item stat,,Reduces target damage,Reduces target damage
statReducedEnemyResist,ui_display,Item stat,,Reduce target's defense,Reduce target's defense
statReducedDuration,ui_display,Item stat,,Duration of effect,Duration of effect
statEliteZombieDamage,ui_display,Item stat,,Damage to elite zombies,Damage to elite zombies
statBossDamage,ui_display,Item stat,,Damage to bosses,Schadensbonus (Bosse)
statRoundsPerMinuteArchery,ui_display,Item stat,,Rate of fire of bows,Rate of fire of bows
statBlockDamageAny,ui_display,Item stat,,Damage to any surface,Damage to any surface
statHarvestCount,ui_display,Item stat,,Harvest count,Harvest count
statHarvestCountSalvage,ui_display,Item stat,,Harvest count (salvage),Harvest count (salvage)
statAttacksPerMinuteSalvage,ui_display,Item stat,,Attacks speed (salvage),Attacks speed (salvage)
statBlockDamageSalvage,ui_display,Item stat,,Block damage (salvage),Block damage (salvage)
statDegradationMaxReactor,ui_display,Item stat,,Battery capacity (reactor),Battery capacity (reactor)
statDegradationPerUseReactor,ui_display,Item stat,,Charge consumption rate (reactor),Charge consumption rate (reactor)
NerdNotes,items,Books,,Nerd Notes,Nerd-Notizen
NerdNotesDesc,items,Resources,,This unique journal contains notes on accelerated item crafting. Holding it in your hands while crafting speeds up item creation at any station by [DECEA3]15%[-],"Dieses einzigartige Tagebuch enthält Notizen zur beschleunigten Herstellung von Gegenständen. Wenn du es beim Herstellen in deinen Händen hältst, beschleunigt sich die Gegenstandserstellung an jeder Station um [DECEA3]15 %[-]"
buffMeleeParalizeReloadName,buffs,buff,,Poisoned Blades Сooldown,Poisoned Blades Сooldown
buffMeleeParalizeReloadTooltip,buffs,buff,,Poisoned Blades on cooldown,Poisoned Blades on cooldown
buffMeleeParalizeReloadDesc,buffs,Buff,,Active ability [DECEA3]Paralysis[-] on cooldown\n\nWait until it ends to be able to activate it again,Active ability [DECEA3]Paralysis[-] on cooldown\n\nWait until it ends to be able to activate it again
buffElectroReloadName,buffs,buff,,Chain Lightning Recharge,Kettenblitz-Aufladung
buffElectroReloadTooltip,buffs,buff,,Chain Lightning on cooldown,Kettenblitz in der Abklingzeit
buffElectroReloadDesc,buffs,Buff,,Active ability [DECEA3]Chain Lightning[-] on cooldown\n\nWait until it ends to be able to activate it again,"Aktive Fähigkeit [DECEA3]Kettenblitz[-] mit Abklingzeit\n\nWarten Sie, bis sie endet, um sie erneut aktivieren zu können"
buffElectroActiveName,buffs,buff,,Active,Aktiv
buffElectroActiveTooltip,buffs,buff,,Electro effect active,Elektroeffekt aktiv
buffElectroActiveIncDesc,buffs,Buff,,The Electro effect in the stun baton is active,Der Elektroeffekt im Betäubungsstab ist aktiv
ElectroActive,buffs,buff,,Electro,Elektro
modArmorPerceptionDesc,item_modifiers,mod,,"Additional storage medium (flash drive) to enhance the AI of contact lenses, improving aiming and targeting.\n[DECEA3]Installed in gloves.[-]\n\n«Perception» [DECEA3]+1[-]","Zusätzliches Speichermedium (Flash-Laufwerk) zur Verbesserung der KI von Kontaktlinsen, wodurch das Zielen und Zielen verbessert wird.\n[DECEA3]In Handschuhen eingebaut.[-]\n\n«Wahrnehmung» [DECEA3]+1[-]"
modArmorStrengthDesc,item_modifiers,mod,,"Additional storage medium (flash drive) for AI enhancement, suppresses myostatin to increase strength.\n[DECEA3]Installed in gloves.[-]\n\nStrength [DECEA3]+1[-]","Zusätzliches Speichermedium (Flash-Laufwerk) zur KI-Verstärkung, unterdrückt Myostatin, um die Kraft zu erhöhen.\n[DECEA3]In Handschuhen eingebaut.[-]\n\nStärke [DECEA3]+1[-]"
modArmorFortitudeDesc,item_modifiers,mod,,"Additional storage medium (flash drive) for AI enhancement, enhances the immune system.\n[DECEA3]Installed in gloves.[-]\n\n«Fortitude» [DECEA3]+1[-]","Zusätzliches Speichermedium (Flash-Laufwerk) zur KI-Verstärkung, stärkt das Immunsystem.\n[DECEA3]In Handschuhen eingebaut.[-]\n\n«Fortitude» [DECEA3]+1[-]"
modArmorAgilityDesc,item_modifiers,mod,,"Additional storage medium (flash drive) for AI enhancement, significantly accelerates the transmission of nerve impulses.\n[DECEA3]Installed in gloves.[-]\n\n«Agility» [DECEA3]+1[-]","Zusätzliches Speichermedium (Flash-Laufwerk) zur KI-Verstärkung, beschleunigt die Übertragung von Nervenimpulsen erheblich.\n[DECEA3]In Handschuhen eingebaut.[-]\n\n«Agility» [DECEA3]+1[-]"
modArmorIntellectDesc,item_modifiers,mod,,"Additional storage medium (flash drive) for enhancing AI, provides you with archival information from before the apocalypse to stimulate intelligence.\n[DECEA3]Installed in gloves.[-]\n\n«Intelligence» [DECEA3]+1[-]","Zusätzliches Speichermedium (Flash-Laufwerk) zur Verbesserung der KI, versorgt Sie mit Archivinformationen aus der Zeit vor der Apokalypse, um die Intelligenz zu stimulieren.\n[DECEA3]In Handschuhen installiert.[-]\n\n«Intelligenz» [DECEA3]+1[-]"
modArmorPerceptionImp,item_modifiers,mod,,[DECEA3]Improved[-] Perception Mod,[DECEA3]Verbesserte[-] Wahrnehmungsmodifikation
modArmorPerceptionImpDesc,item_modifiers,mod,,"Additional improved storage medium (flash drive) to enhance the AI of contact lenses, improving aiming and targeting.\n[DECEA3]Installed in gloves.[-]\n\n«Perception» [DECEA3]+2[-]","Zusätzliches verbessertes Speichermedium (Flash-Laufwerk) zur Verbesserung der KI von Kontaktlinsen, wodurch das Zielen und Zielen verbessert wird.\n[DECEA3]In Handschuhen eingebaut.[-]\n\n«Wahrnehmung» [DECEA3]+2[-]"
modArmorStrengthImp,item_modifiers,mod,,[DECEA3]Improved[-] Strength Mod,[DECEA3]Verbesserte[-] Stärke-Mod
modArmorStrengthImpDesc,item_modifiers,mod,,"Additional improved storage medium (flash drive) for AI enhancement, suppresses myostatin to increase strength.\n[DECEA3]Installed in gloves.[-]\n\n«Strength» [DECEA3]+2[-]","Zusätzliches verbessertes Speichermedium (Flash-Laufwerk) zur KI-Verstärkung, unterdrückt Myostatin, um die Kraft zu erhöhen.\n[DECEA3]In Handschuhen eingebaut.[-]\n\n«Kraft» [DECEA3]+2[-]"
