Key,Source,Context,Changes,English,Turkish
gunRifleT3SniperRifleRareCrusherDesc,items,Gun,,"This high-precision, long-range rifle is perfect for sniping enemies at great distances.\n\nHas rare property [FAFF63]«Crusher»[-]\nWeapon damage increased.\n\nRepair with a Repair Kit.\nScrap to Rifle parts.","Bu yüksek hassasiyetli, uzun menzilli tüfek, uzak mesafelerdeki düşmanları keskin nişancılıkla vurmak için mükemmeldir.\n\nNadir bir özelliğe sahiptir: [FAFF63]«Ezici»[-]\nSilah hasarı arttı.\n\nTamir Kiti ile onarın.\nTüfek parçalarını hurdaya çıkarın."
gunRifleT3SniperRifleRareUnkillable,items,Gun,,[FAFF63]Rare[-] Sniper Rifle [DECEA3]- Unkillable[-],[FAFF63]Nadir[-] Keskin Nişancı Tüfeği [DECEA3]- Öldürülemez[-]
gunRifleT3SniperRifleRareUnkillableDesc,items,Gun,,"This high-precision, long-range rifle is perfect for sniping enemies at great distances.\n\nHas rare property [FAFF63]«Unkillable»[-]\nThis weapon is almost indestructible when used.\n\nRepair with a Repair Kit.\nScrap to Rifle parts.","Bu yüksek hassasiyetli, uzun menzilli tüfek, düşmanları uzak mesafelerden keskin nişancılıkla vurmak için mükemmeldir.\n\nNadir bir özelliğe sahiptir: [FAFF63]«Öldürülemez»[-]\nBu silah kullanıldığında neredeyse yok edilemez.\n\nTamir Kitiyle onarın.\nTüfek parçalarını hurdaya ayırın."
gunRifleT3SniperRifleRareKnockdown,items,Gun,,[FAFF63]Rare[-] Sniper Rifle [DECEA3]- Knockdown[-],[FAFF63]Nadir[-] Keskin Nişancı Tüfeği [DECEA3]- Devrilme[-]
gunRifleT3SniperRifleRareKnockdownDesc,items,Gun,,"This high-precision, long-range rifle is perfect for sniping enemies at great distances.\n\nHas rare property [FAFF63]«Knockdown»[-]\nHas a [DECEA3]25%[-] chance to knock down an enemy on hit.\n\nRepair with a Repair Kit.\nScrap to Rifle parts.","Bu yüksek hassasiyetli, uzun menzilli tüfek, düşmanları uzun mesafelerden keskin nişancılıkla vurmak için mükemmeldir.\n\nNadir bir özelliğe sahiptir: [FAFF63]«Yıkma»[-]\nBir düşmanı isabet halinde yere sermek için [DECEA3]%25[-] şansa sahiptir.\n\nBir Tamir Kiti ile onarın.\nTüfek parçalarını hurdaya ayırın."
gunRifleT3SniperRifleRareStable,items,Gun,,[FAFF63]Rare[-] Sniper Rifle [DECEA3]- Stable[-],[FAFF63]Nadir[-] Keskin Nişancı Tüfeği [DECEA3]- Kararlı[-]
gunRifleT3SniperRifleRareStableDesc,items,Gun,,"This high-precision, long-range rifle is perfect for sniping enemies at great distances.\n\nHas rare property [FAFF63]«Stable»[-]\nIncreased aiming speed and reduced weapon dispersion.\n\nRepair with a Repair Kit.\nScrap to Rifle parts.","Bu yüksek hassasiyetli, uzun menzilli tüfek, düşmanları uzak mesafelerden keskin nişancılıkla vurmak için mükemmeldir.\n\nNadir bir özelliğe sahiptir [FAFF63]«Sabit»[-]\nArtırılmış nişan alma hızı ve azaltılmış silah dağılımı.\n\nBir Tamir Kiti ile onarın.\nTüfek parçalarını hurdaya ayırın."
gunShotgunT0PipeShotgunRareCrusher,items,Gun,,[FAFF63]Rare[-] Pipe Shotgun [DECEA3]- Crusher[-],[FAFF63]Nadir[-] Borulu Pompalı Tüfek [DECEA3]- Kırıcı[-]
gunShotgunT0PipeShotgunRareCrusherDesc,items,Gun,,A homemade gun firing shotgun shells.\n\nHas rare property [FAFF63]«Crusher»[-]\nWeapon damage increased.\n\nRepair with Short Iron Pipe.\nScrap to Iron.,Av tüfeği mermilerini ateşleyen ev yapımı bir silah.\n\nNadir bir özelliğe sahiptir: [FAFF63]«Ezici»[-]\nSilah hasarı arttı.\n\nKısa Demir Boru ile onarım.\nHurdadan Demire.
gunShotgunT0PipeShotgunRareExperienced,items,Gun,,[FAFF63]Rare[-] Pipe Shotgun [DECEA3]- Experienced[-],[FAFF63]Nadir[-] Borulu Pompalı Tüfek [DECEA3]- Deneyimli[-]
gunShotgunT0PipeShotgunRareExperiencedDesc,items,Gun,,A homemade gun firing shotgun shells.\n\nHas rare property [FAFF63]«Experienced»[-]\nExperience gained from headshots with this weapon has been increased by [DECEA3]30%[-].\n\nRepair with Short Iron Pipe.\nScrap to Iron.,Av tüfeği mermilerini ateşleyen ev yapımı bir silah.\n\nNadir bir özelliğe sahiptir: [FAFF63]«Deneyimli»[-]\nBu silahla kafadan vuruşlardan kazanılan deneyim [DECEA3]%30[-] artırıldı.\n\nKısa Demir Boru ile onarım.\nHurdadan Demire.
gunShotgunT0PipeShotgunRareFasthands,items,Gun,,[FAFF63]Rare[-] Pipe Shotgun [DECEA3]- Fast hands[-],[FAFF63]Nadir[-] Borulu Pompalı Tüfek [DECEA3]- Hızlı eller[-]
gunShotgunT0PipeShotgunRareFasthandsDesc,items,Gun,,A homemade gun firing shotgun shells.\n\nHas rare property [FAFF63]«Fast hands»[-]\nReload speed increased by [DECEA3]2[-] times.\n\nRepair with Short Iron Pipe.\nScrap to Iron.,Av tüfeği mermilerini ateşleyen ev yapımı bir silah.\n\nNadir bir [FAFF63]«Hızlı eller»[-] özelliğine sahiptir.\nYeniden yükleme hızı [DECEA3]2[-] kat artırıldı.\n\nKısa Demir Boru ile onarın.\nHurdadan Demire.
gunShotgunT1DoubleBarrelRareSweeper,items,Gun,,[FAFF63]Rare[-] Double Barrel Shotgun [DECEA3]- Sweeper[-],[FAFF63]Nadir[-] Çift Namlulu Av Tüfeği [DECEA3]- Süpürücü[-]
gunShotgunT1DoubleBarrelRareSweeperDesc,items,Gun,,"A rusty old double barrel shotgun, great for close range carnage.\n\nHas rare property [FAFF63]«Sweeper»[-]\n[DECEA3]35%[-] chance to deal devastating damage and knockback on enemy headshots.\n\nRepair with a Repair Kit.\nScrap to Shotgun Parts.","Paslı, eski bir çift namlulu pompalı tüfek, yakın mesafeden katliam için idealdir.\n\nNadir bir özelliğe sahiptir: [FAFF63]«Süpürücü»[-]\n[DECEA3]%35[-] yıkıcı hasar verme ve düşmanın kafadan vuruşlarını geri itme şansı.\n\nBir Tamir Kiti ile onarın.\nYivsiz Tüfek Parçalarını hurdaya çıkarın."
gunShotgunT1DoubleBarrelRareUnkillable,items,Gun,,[FAFF63]Rare[-] Double Barrel Shotgun [DECEA3]- Unkillable[-],[FAFF63]Nadir[-] Çift Namlulu Pompalı Tüfek [DECEA3]- Öldürülemez[-]
gunShotgunT1DoubleBarrelRareUnkillableDesc,items,Gun,,"A rusty old double barrel shotgun, great for close range carnage.\n\nHas rare property [FAFF63]«Unkillable»[-]\nThis weapon is almost indestructible when used.\n\nRepair with a Repair Kit.\nScrap to Shotgun Parts.","Paslı, eski bir çift namlulu pompalı tüfek, yakın mesafeden katliam için idealdir.\n\nNadir bir özelliğe sahiptir: [FAFF63]«Öldürülemez»[-]\nBu silah kullanıldığında neredeyse yok edilemez.\n\nTamir Kiti ile onarın.\nYivsiz Tüfek Parçalarını hurdaya çıkarın."
gunShotgunT1DoubleBarrelRareFasthands,items,Gun,,[FAFF63]Rare[-] Double Barrel Shotgun [DECEA3]- Fast hands[-],[FAFF63]Nadir[-] Çift Namlulu Av Tüfeği [DECEA3]- Hızlı eller[-]
gunShotgunT1DoubleBarrelRareFasthandsDesc,items,Gun,,"A rusty old double barrel shotgun, great for close range carnage.\n\nHas rare property [FAFF63]«Fast hands»[-]\nReload speed increased by [DECEA3]2[-] times\n\nRepair with a Repair Kit.\nScrap to Shotgun Parts.","Paslı, eski bir çift namlulu pompalı tüfek, yakın mesafeden katliam için idealdir.\n\nNadir bir özelliğe sahiptir: [FAFF63]«Hızlı eller»[-]\nYeniden yükleme hızı [DECEA3]2[-] kat artırıldı\n\nBir Tamir Kiti ile onarın.\nYivsiz Tüfek Parçalarını hurdaya çıkarın."
gunShotgunT2PumpShotgunRareCrusher,items,Gun,,[FAFF63]Rare[-] Pump Shotgun [DECEA3]- Crusher[-],[FAFF63]Nadir[-] Pompalı Av Tüfeği [DECEA3]- Kırıcı[-]
gunShotgunT2PumpShotgunRareCrusherDesc,items,Gun,,A long-barreled shotgun with pump action loading.\n\nHas rare property [FAFF63]«Crusher»[-]\nWeapon damage increased.\n\nRepair with a Repair Kit.\nScrap to Shotgun Parts.,Pompalı yükleme özelliğine sahip uzun namlulu bir pompalı tüfek.\n\nNadir bir özelliğe sahiptir: [FAFF63]«Ezici»[-]\nSilah hasarı arttı.\n\nTamir Kiti ile onarım.\nYivsiz Tüfek Parçalarını hurdaya çıkarın.
gunShotgunT2PumpShotgunRareExperienced,items,Gun,,[FAFF63]Rare[-] Pump Shotgun [DECEA3]- Experienced[-],[FAFF63]Nadir[-] Pompalı Av Tüfeği [DECEA3]- Tecrübeli[-]
gunShotgunT2PumpShotgunRareExperiencedDesc,items,Gun,,A long-barreled shotgun with pump action loading.\n\nHas rare property [FAFF63]«Experienced»[-]\nExperience gained from kills with this weapon has been increased by [DECEA3]15%[-].\n\nRepair with a Repair Kit.\nScrap to Shotgun Parts.,Pompalı yükleme özelliğine sahip uzun namlulu bir pompalı tüfek.\n\nNadir bir özelliğe sahiptir: [FAFF63]«Deneyimli»[-]\nBu silahla öldürmelerden kazanılan deneyim [DECEA3]%15[-] artırıldı.\n\nBir Tamir Kiti ile onarım.\nYivsiz Tüfek Parçalarına Hurda.
gunShotgunT2PumpShotgunRareUniversal,items,Gun,,[FAFF63]Rare[-] Pump Shotgun [DECEA3]- Universal[-],[FAFF63]Nadir[-] Pompalı Av Tüfeği [DECEA3]- Evrensel[-]
gunShotgunT2PumpShotgunRareUniversalDesc,items,Gun,,A long-barreled shotgun with pump action loading.\n\nHas rare property [FAFF63]«Universal»[-]\nThe number of installed modifications has been increased.\n\nRepair with a Repair Kit.\nScrap to Shotgun Parts.,Pompalı yükleme özelliğine sahip uzun namlulu bir av tüfeği.\n\nNadir bir özelliğe sahiptir: [FAFF63]«Evrensel»[-]\nYüklü modifikasyonların sayısı artırıldı.\n\nTamir Kiti ile onarım.\nYivsiz Tüfek Parçalarını hurdaya çıkarın.
gunShotgunT3AutoShotgunRareCrusher,items,Gun,,[FAFF63]Rare[-] Auto Shotgun [DECEA3]- Crusher[-],[FAFF63]Nadir[-] Otomatik Av Tüfeği [DECEA3]- Kırıcı[-]
gunShotgunT3AutoShotgunRareCrusherDesc,items,Gun,,This semi-automatic shotgun is a rare and devastating short-range weapon capable of making minced meat out of anything in its path.\n\nHas rare property [FAFF63]«Crusher»[-]\nWeapon damage increased.\n\nRepair with a Repair Kit.\nScrap to Shotgun Parts.,"Bu yarı otomatik pompalı tüfek, yoluna çıkan her şeyi kıyma haline getirebilen nadir ve yıkıcı bir kısa menzilli silahtır.\n\nNadir bir özelliğe sahiptir: [FAFF63]«Ezici»[-]\nSilah hasarı arttı.\n\nBir Tamir Kiti ile tamir edin.\nYivsiz Tüfek Parçalarına Hurda."
gunShotgunT3AutoShotgunRareUnkillable,items,Gun,,[FAFF63]Rare[-] Auto Shotgun [DECEA3]- Unkillable[-],[FAFF63]Nadir[-] Otomatik Pompalı Tüfek [DECEA3]- Öldürülemez[-]
gunShotgunT3AutoShotgunRareUnkillableDesc,items,Gun,,This semi-automatic shotgun is a rare and devastating short-range weapon capable of making minced meat out of anything in its path.\n\nHas rare property [FAFF63]«Unkillable»[-]\nThis weapon is almost indestructible when used.\n\nRepair with a Repair Kit.\nScrap to Shotgun Parts.,"Bu yarı otomatik av tüfeği, yoluna çıkan her şeyi kıyma haline getirebilen nadir ve yıkıcı bir kısa menzilli silahtır.\n\nNadir bir özelliğe sahiptir: [FAFF63]«Öldürülemez»[-]\nBu silah kullanıldığında neredeyse yok edilemez.\n\nBir Tamir Kiti ile onarın.\nYivsiz Tüfek Parçalarını Hurdaya Çıkarın."
gunShotgunT3AutoShotgunRareSnowstorm,items,Gun,,[FAFF63]Rare[-] Auto Shotgun [DECEA3]- Snowstorm[-],[FAFF63]Nadir[-] Otomatik Pompalı Tüfek [DECEA3]- Kar Fırtınası[-]
gunShotgunT3AutoShotgunRareSnowstormDesc,items,Gun,,"This semi-automatic shotgun is a rare and devastating short-range weapon capable of making minced meat out of anything in its path.\n\nHas rare property [FAFF63]«Snowstorm»[-]\nWhen hitting enemies, significantly reduces their mobility. The effect weakens over time.\n\nRepair with a Repair Kit.\nScrap to Shotgun Parts.","Bu yarı otomatik pompalı tüfek, yoluna çıkan her şeyi kıyma haline getirebilen nadir ve yıkıcı bir kısa menzilli silahtır.\n\nNadir bir özelliğe sahiptir [FAFF63]«Kar Fırtınası»[-]\nDüşmanlara vururken, onların hareket kabiliyetini önemli ölçüde azaltır. Etki zamanla zayıflar.\n\nTamir Seti ile onarın.\nYivsiz Tüfek Parçalarını hurdaya çıkarın."
gunShotgunT3AutoShotgunRareUniversal,items,Gun,,[FAFF63]Rare[-] Auto Shotgun [DECEA3]- Universal[-],[FAFF63]Nadir[-] Otomatik Av Tüfeği [DECEA3]- Evrensel[-]
gunShotgunT3AutoShotgunRareUniversalDesc,items,Gun,,This semi-automatic shotgun is a rare and devastating short-range weapon capable of making minced meat out of anything in its path.\n\nHas rare property [FAFF63]«Universal»[-]\nThe number of installed modifications and the rate of fire have been increased.\n\nRepair with a Repair Kit.\nScrap to Shotgun Parts.,"Bu yarı otomatik av tüfeği, yoluna çıkan her şeyi kıyılmış et haline getirebilen nadir ve yıkıcı bir kısa menzilli silahtır.\n\nNadir bir özelliğe sahiptir [FAFF63]«Evrensel»[-]\nYüklü modifikasyonların sayısı ve ateş hızı artırıldı.\n\nBir Tamir Kiti ile onarın.\nYivsiz Tüfek Parçalarına Hurda."
gunMGT0PipeMachineGunRareCrusher,items,Gun,,[FAFF63]Rare[-] Pipe Machine Gun [DECEA3]- Crusher[-],[FAFF63]Nadir[-] Borulu Makineli Tüfek [DECEA3]- Kırıcı[-]
gunMGT0PipeMachineGunRareCrusherDesc,items,Gun,,A homemade automatic weapon firing 7.62 mm ammo.\n\nHas rare property [FAFF63]«Crusher»[-]\nWeapon damage increased.\n\nRepair with Short Iron Pipe.\nScrap to Iron.,"7,62 mm cephane ateşleyen ev yapımı bir otomatik silah.\n\nNadir bir özelliğe sahiptir: [FAFF63]«Ezici»[-]\nSilah hasarı arttı.\n\nKısa Demir Boru ile onarım.\nHurdadan Demire."
gunMGT0PipeMachineGunRareUniversal,items,Gun,,[FAFF63]Rare[-] Pipe Machine Gun [DECEA3]- Universal[-],[FAFF63]Nadir[-] Borulu Makineli Tüfek [DECEA3]- Evrensel[-]
gunMGT0PipeMachineGunRareUniversalDesc,items,Gun,,A homemade automatic weapon firing 7.62 mm ammo.\n\nHas rare property [FAFF63]«Universal»[-]\nThe number of installed modifications has been increased.\n\nRepair with Short Iron Pipe.\nScrap to Iron.,"7,62 mm cephane ateşleyen ev yapımı bir otomatik silah.\n\nNadir özelliğe sahiptir [FAFF63]«Evrensel»[-]\nYüklü modifikasyonların sayısı artırıldı.\n\nKısa Demir Boru ile onarım.\nHurdadan Demire."
gunMGT0PipeMachineGunRareUnkillable,items,Gun,,[FAFF63]Rare[-] Pipe Machine Gun [DECEA3]- Unkillable[-],[FAFF63]Nadir[-] Borulu Makineli Tüfek [DECEA3]- Öldürülemez[-]
gunMGT0PipeMachineGunRareUnkillableDesc,items,Gun,,A homemade automatic weapon firing 7.62 mm ammo.\n\nHas rare property [FAFF63]«Unkillable»[-]\nThis weapon is almost indestructible when used.\n\nRepair with Short Iron Pipe.\nScrap to Iron.,"7,62 mm cephane ateşleyen ev yapımı bir otomatik silah.\n\nNadir bir özelliğe sahiptir: [FAFF63]«Öldürülemez»[-]\nBu silah kullanıldığında neredeyse yok edilemez.\n\nKısa Demir Boru ile onarın.\nHurdadan Demire."
gunMGT1AK47RareCrusher,items,Gun,,[FAFF63]Rare[-] AK-47 Machine Gun [DECEA3]- Crusher[-],[FAFF63]Nadir[-] AK-47 Makineli Tüfek [DECEA3]- Kırıcı[-]
gunMGT1AK47RareCrusherDesc,items,Gun,,This badass AK-47 Machine Gun uses 7.62 mm ammo.\n\nHas rare property [FAFF63]«Crusher»[-]\nWeapon damage increased.\n\nRepair with a Repair Kit.\nScrap to Machine Gun Parts.,"Bu baş belası AK-47 Makineli Tüfek, 7,62 mm cephane kullanır.\n\nNadir bir özelliğe sahiptir: [FAFF63]«Ezici»[-]\nSilah hasarı arttı.\n\nTamir Kiti ile onarım.\nMakineli Tüfek Parçalarını hurdaya çıkarın."
gunMGT1AK47RareExperienced,items,Gun,,[FAFF63]Rare[-] AK-47 Machine Gun [DECEA3]- Experienced[-],[FAFF63]Nadir[-] AK-47 Makineli Tüfek [DECEA3]- Tecrübeli[-]
gunMGT1AK47RareExperiencedDesc,items,Gun,,This badass AK-47 Machine Gun uses 7.62 mm ammo.\n\nHas rare property [FAFF63]«Experienced»[-]\nExperience gained from kills with this weapon has been increased by [DECEA3]15%[-].\n\nRepair with a Repair Kit.\nScrap to Machine Gun Parts.,"Bu baş belası AK-47 Makineli Tüfek, 7,62 mm'lik cephane kullanır.\n\nNadir bir özelliğe sahiptir: [FAFF63]«Deneyimli»[-]\nBu silahla öldürmelerden kazanılan deneyim [DECEA3]%15[-] artırıldı.\n\nBir Tamir Kiti ile onarım.\nMakineli Tüfek Parçalarına Hurda."
gunMGT1AK47RareUnkillable,items,Gun,,[FAFF63]Rare[-] AK-47 Machine Gun [DECEA3]- Unkillable[-],[FAFF63]Nadir[-] AK-47 Makineli Tüfek [DECEA3]- Öldürülemez[-]
gunMGT1AK47RareUnkillableDesc,items,Gun,,This badass AK-47 Machine Gun uses 7.62mm ammo.\n\nHas rare property [FAFF63]«Unkillable»[-]\nThis weapon is almost indestructible when used.\n\nRepair with a Repair Kit.\nScrap to Machine Gun Parts.,"Bu baş belası AK-47 Makineli Tüfek, 7,62 mm cephane kullanır.\n\nNadir bir özelliğe sahiptir: [FAFF63]«Öldürülemez»[-]\nBu silah kullanıldığında neredeyse yok edilemez.\n\nBir Tamir Takımıyla onarın.\nMakineli Tüfek Parçalarını hurdaya çıkarın."
gunMGT2TacticalARRareRapidfire,items,Gun,,[FAFF63]Rare[-] Tactical Assault Rifle [DECEA3]- Rapidfire[-],[FAFF63]Nadir[-] Taktiksel Saldırı Tüfeği [DECEA3]- Hızlı Ateş[-]
gunMGT2TacticalARRareRapidfireDesc,items,Gun,,"This Tactical Assault Rifle uses 7.62 mm ammo.\n\nHas rare property [FAFF63]«Rapidfire»[-]\nRate of fire increased, but damage and magazine size decreased.\n\nRepair with a Repair Kit.\nScrap to Machine Gun Parts.","Bu Taktiksel Saldırı Tüfeği, 7,62 mm cephane kullanır.\n\nNadir bir özelliğe sahiptir: [FAFF63]«Hızlı Ateş»[-]\nAteş hızı arttı, ancak hasar ve şarjör boyutu azaldı.\n\nTamir Kiti ile onarın.\nMakineli Tüfek Parçalarını hurdaya çıkarın."
gunMGT2TacticalARRareApple,items,Gun,,[FAFF63]Rare[-] Tactical Assault Rifle [DECEA3]- Apple[-],[FAFF63]Nadir[-] Taktiksel Saldırı Tüfeği [DECEA3]- Apple[-]
gunMGT2TacticalARRareAppleDesc,items,Gun,,This Tactical Assault Rifle uses 7.62 mm ammo.\n\nHas rare property [FAFF63]«Apple»[-]\nHeadshot damage increased by [DECEA3]50%[-].\n\nRepair with a Repair Kit.\nScrap to Machine Gun Parts.,"Bu Taktiksel Saldırı Tüfeği, 7,62 mm cephane kullanır.\n\nNadir bir özelliğe sahiptir: [FAFF63]«Apple»[-]\nKafadan vuruş hasarı [DECEA3]%50[-] artırıldı.\n\nTamir Kiti ile onarım.\nMakineli Tüfek Parçalarından hurda."
gunMGT2TacticalARRareExperienced,items,Gun,,[FAFF63]Rare[-] Tactical Assault Rifle [DECEA3]- Experienced[-],[FAFF63]Nadir[-] Taktik Saldırı Tüfeği [DECEA3]- Tecrübeli[-]
gunMGT2TacticalARRareExperiencedDesc,items,Gun,,This Tactical Assault Rifle uses 7.62 mm ammo.\n\nHas rare property [FAFF63]«Experienced»[-]\nExperience gained from kills with this weapon has been increased by [DECEA3]15%[-].\n\nRepair with a Repair Kit.\nScrap to Machine Gun Parts.,"Bu Taktiksel Saldırı Tüfeği, 7,62 mm cephane kullanır.\n\nNadir bir özelliğe sahiptir: [FAFF63]«Deneyimli»[-]\nBu silahla öldürmelerden kazanılan deneyim, [DECEA3]%15[-] artırıldı.\n\nBir Tamir Kiti ile onarım.\nMakineli Tüfek Parçalarına Hurda."
gunMGT3M60RareSnowstorm,items,Gun,,[FAFF63]Rare[-] M60 Machine Gun [DECEA3]- Snowstorm[-],[FAFF63]Nadir[-] M60 Makineli Tüfek [DECEA3]- Kar Fırtınası[-]
gunMGT3M60RareSnowstormDesc,items,Gun,,"Machine guns are somewhat cumbersome to use but excel at automatic fire. This one uses 7.62 mm ammo.\n\nHas rare property [FAFF63]«Snowstorm»[-]\nWhen hitting enemies, significantly reduces their mobility. The effect weakens over time.\n\nRepair with a Repair Kit.\nScrap to Machine Gun Parts.","Makineli tüfeklerin kullanımı biraz hantaldır ancak otomatik ateşlemede mükemmeldir. Bu, 7,62 mm cephane kullanır.\n\nNadir bir özelliğe sahiptir: [FAFF63]«Kar fırtınası»[-]\nDüşmanlara vurduğunda, onların hareket kabiliyetini önemli ölçüde azaltır. Etki zamanla zayıflar.\n\nTamir Kitiyle onarın.\nMakineli Tüfek Parçalarını hurdaya çıkarın."
gunMGT3M60RareUniversal,items,Gun,,[FAFF63]Rare[-] M60 Machine Gun [DECEA3]- Universal[-],[FAFF63]Nadir[-] M60 Makineli Tüfek [DECEA3]- Evrensel[-]
gunMGT3M60RareUniversalDesc,items,Gun,,Machine guns are somewhat cumbersome to use but excel at automatic fire. This one uses 7.62 mm ammo.\n\nHas rare property [FAFF63]«Universal»[-]\nThe number of installed modifications and the magazine size have been increased.\n\nRepair with a Repair Kit.\nScrap to Machine Gun Parts.,"Makineli tüfeklerin kullanımı biraz hantaldır ancak otomatik ateşlemede mükemmeldir. Bu, 7,62 mm cephane kullanır.\n\nNadir özelliğe sahiptir [FAFF63]«Evrensel»[-]\nYüklü modifikasyonların sayısı ve şarjör boyutu artırıldı.\n\nTamir Kiti ile onarım.\nMakineli Tüfek Parçalarına Hurda."
