Key,Source,Context,Changes,English,Schinese
gunRifleT3SniperRifleRareCrusherDesc,items,Gun,,"This high-precision, long-range rifle is perfect for sniping enemies at great distances.\n\nHas rare property [FAFF63]«Crusher»[-]\nWeapon damage increased.\n\nRepair with a Repair Kit.\nScrap to Rifle parts.",这种高精度、远程步枪非常适合远距离狙击敌人。\n\n拥有稀有属性[FAFF63]«粉碎者»[-]\n武器伤害增加。\n\n使用维修套件进行维修。\n步枪零件废料。
gunRifleT3SniperRifleRareUnkillable,items,Gun,,[FAFF63]Rare[-] Sniper Rifle [DECEA3]- Unkillable[-],[FAFF63]稀有[-]狙击步枪[DECEA3]- 不可杀死[-]
gunRifleT3SniperRifleRareUnkillableDesc,items,Gun,,"This high-precision, long-range rifle is perfect for sniping enemies at great distances.\n\nHas rare property [FAFF63]«Unkillable»[-]\nThis weapon is almost indestructible when used.\n\nRepair with a Repair Kit.\nScrap to Rifle parts.",这种高精度、远程步枪非常适合远距离狙击敌人。\n\n拥有稀有属性[FAFF63]《不可杀死》[-]\n这种武器在使用时几乎坚不可摧。\n\n使用维修套件进行维修。\n步枪零件废料。
gunRifleT3SniperRifleRareKnockdown,items,Gun,,[FAFF63]Rare[-] Sniper Rifle [DECEA3]- Knockdown[-],[FAFF63]稀有[-]狙击步枪[DECEA3]-击倒[-]
gunRifleT3SniperRifleRareKnockdownDesc,items,Gun,,"This high-precision, long-range rifle is perfect for sniping enemies at great distances.\n\nHas rare property [FAFF63]«Knockdown»[-]\nHas a [DECEA3]25%[-] chance to knock down an enemy on hit.\n\nRepair with a Repair Kit.\nScrap to Rifle parts.",这种高精度、远程步枪非常适合远距离狙击敌人。\n\n具有稀有属性[FAFF63]«击倒»[-]\n有[DECEA3]25%[-]几率击倒敌人。\n\n使用维修套件进行维修。\n步枪零件废料。
gunRifleT3SniperRifleRareStable,items,Gun,,[FAFF63]Rare[-] Sniper Rifle [DECEA3]- Stable[-],[FAFF63]稀有[-]狙击步枪[DECEA3]- 稳定[-]
gunRifleT3SniperRifleRareStableDesc,items,Gun,,"This high-precision, long-range rifle is perfect for sniping enemies at great distances.\n\nHas rare property [FAFF63]«Stable»[-]\nIncreased aiming speed and reduced weapon dispersion.\n\nRepair with a Repair Kit.\nScrap to Rifle parts.",这种高精度、远程步枪非常适合远距离狙击敌人。\n\n具有稀有属性[FAFF63]《稳定》[-]\n提高瞄准速度并减少武器分散。\n\n使用维修套件进行维修。\n步枪零件废料。
gunShotgunT0PipeShotgunRareCrusher,items,Gun,,[FAFF63]Rare[-] Pipe Shotgun [DECEA3]- Crusher[-],[FAFF63]稀有[-]管道霰弹枪[DECEA3]- 破碎机[-]
gunShotgunT0PipeShotgunRareCrusherDesc,items,Gun,,A homemade gun firing shotgun shells.\n\nHas rare property [FAFF63]«Crusher»[-]\nWeapon damage increased.\n\nRepair with Short Iron Pipe.\nScrap to Iron.,自制的枪，发射猎枪弹。\n\n拥有稀有属性[FAFF63]«粉碎者»[-]\n武器伤害增加。\n\n用短铁管修理。\n废铁。
gunShotgunT0PipeShotgunRareExperienced,items,Gun,,[FAFF63]Rare[-] Pipe Shotgun [DECEA3]- Experienced[-],[FAFF63]稀有[-]管霰弹枪[DECEA3]- 经验丰富[-]
gunShotgunT0PipeShotgunRareExperiencedDesc,items,Gun,,A homemade gun firing shotgun shells.\n\nHas rare property [FAFF63]«Experienced»[-]\nExperience gained from headshots with this weapon has been increased by [DECEA3]30%[-].\n\nRepair with Short Iron Pipe.\nScrap to Iron.,自制的枪，发射猎枪弹。\n\n拥有稀有属性[FAFF63]《经验丰富》[-]\n使用该武器爆头获得的经验值增加了[DECEA3]30%[-]。\n\n用短铁管修理。\n废铁。
gunShotgunT0PipeShotgunRareFasthands,items,Gun,,[FAFF63]Rare[-] Pipe Shotgun [DECEA3]- Fast hands[-],[FAFF63]稀有[-]管霰弹枪[DECEA3]-快手[-]
gunShotgunT0PipeShotgunRareFasthandsDesc,items,Gun,,A homemade gun firing shotgun shells.\n\nHas rare property [FAFF63]«Fast hands»[-]\nReload speed increased by [DECEA3]2[-] times.\n\nRepair with Short Iron Pipe.\nScrap to Iron.,自制的枪，发射猎枪弹。\n\n拥有稀有属性[FAFF63]《快手》[-]\n装弹速度提高[DECEA3]2[-]倍。\n\n用短铁管修理。\n废铁。
gunShotgunT1DoubleBarrelRareSweeper,items,Gun,,[FAFF63]Rare[-] Double Barrel Shotgun [DECEA3]- Sweeper[-],[FAFF63]稀有[-]双管霰弹枪[DECEA3]-扫地机[-]
gunShotgunT1DoubleBarrelRareSweeperDesc,items,Gun,,"A rusty old double barrel shotgun, great for close range carnage.\n\nHas rare property [FAFF63]«Sweeper»[-]\n[DECEA3]35%[-] chance to deal devastating damage and knockback on enemy headshots.\n\nRepair with a Repair Kit.\nScrap to Shotgun Parts.",一把生锈的旧双管猎枪，非常适合近距离屠杀。\n\n拥有稀有属性[FAFF63]《清扫器》[-]\n[DECEA3]35%[-]有几率对敌人爆头造成毁灭性伤害和击退。\n\n使用维修套件进行维修。\n霰弹枪零件废料。
gunShotgunT1DoubleBarrelRareUnkillable,items,Gun,,[FAFF63]Rare[-] Double Barrel Shotgun [DECEA3]- Unkillable[-],[FAFF63]稀有[-]双管霰弹枪[DECEA3]- 不可杀死[-]
gunShotgunT1DoubleBarrelRareUnkillableDesc,items,Gun,,"A rusty old double barrel shotgun, great for close range carnage.\n\nHas rare property [FAFF63]«Unkillable»[-]\nThis weapon is almost indestructible when used.\n\nRepair with a Repair Kit.\nScrap to Shotgun Parts.",一把生锈的旧双管猎枪，非常适合近距离屠杀。\n\n拥有稀有属性[FAFF63]《不可杀死》[-]\n这种武器在使用时几乎坚不可摧。\n\n使用维修套件进行维修。\n霰弹枪零件废料。
gunShotgunT1DoubleBarrelRareFasthands,items,Gun,,[FAFF63]Rare[-] Double Barrel Shotgun [DECEA3]- Fast hands[-],[FAFF63]稀有[-]双管霰弹枪[DECEA3]-快手[-]
gunShotgunT1DoubleBarrelRareFasthandsDesc,items,Gun,,"A rusty old double barrel shotgun, great for close range carnage.\n\nHas rare property [FAFF63]«Fast hands»[-]\nReload speed increased by [DECEA3]2[-] times\n\nRepair with a Repair Kit.\nScrap to Shotgun Parts.",一把生锈的旧双管猎枪，非常适合近距离屠杀。\n\n具有稀有属性[FAFF63]《快手》[-]\n装填速度提高了[DECEA3]2[-]倍\n\n使用维修套件进行维修。\n霰弹枪零件废料。
gunShotgunT2PumpShotgunRareCrusher,items,Gun,,[FAFF63]Rare[-] Pump Shotgun [DECEA3]- Crusher[-],[FAFF63]稀有[-]泵式霰弹枪[DECEA3]- 破碎机[-]
gunShotgunT2PumpShotgunRareCrusherDesc,items,Gun,,A long-barreled shotgun with pump action loading.\n\nHas rare property [FAFF63]«Crusher»[-]\nWeapon damage increased.\n\nRepair with a Repair Kit.\nScrap to Shotgun Parts.,具有泵动装填的长管霰弹枪。\n\n拥有稀有属性[FAFF63]«粉碎者»[-]\n武器伤害增加。\n\n使用维修套件进行维修。\n霰弹枪零件废料。
gunShotgunT2PumpShotgunRareExperienced,items,Gun,,[FAFF63]Rare[-] Pump Shotgun [DECEA3]- Experienced[-],[FAFF63]稀有[-]泵动霰弹枪[DECEA3]- 经验丰富[-]
gunShotgunT2PumpShotgunRareExperiencedDesc,items,Gun,,A long-barreled shotgun with pump action loading.\n\nHas rare property [FAFF63]«Experienced»[-]\nExperience gained from kills with this weapon has been increased by [DECEA3]15%[-].\n\nRepair with a Repair Kit.\nScrap to Shotgun Parts.,具有泵动装填的长管霰弹枪。\n\n拥有稀有属性[FAFF63]《经验丰富》[-]\n使用该武器击杀获得的经验值增加了[DECEA3]15%[-]。\n\n使用维修套件进行维修。\n霰弹枪零件废料。
gunShotgunT2PumpShotgunRareUniversal,items,Gun,,[FAFF63]Rare[-] Pump Shotgun [DECEA3]- Universal[-],[FAFF63]稀有[-]泵动霰弹枪[DECEA3]- 通用[-]
gunShotgunT2PumpShotgunRareUniversalDesc,items,Gun,,A long-barreled shotgun with pump action loading.\n\nHas rare property [FAFF63]«Universal»[-]\nThe number of installed modifications has been increased.\n\nRepair with a Repair Kit.\nScrap to Shotgun Parts.,具有泵动装填的长管霰弹枪。\n\n具有稀有属性[FAFF63]《通用》[-]\n安装的修改数量已增加。\n\n使用维修套件进行维修。\n霰弹枪零件废料。
gunShotgunT3AutoShotgunRareCrusher,items,Gun,,[FAFF63]Rare[-] Auto Shotgun [DECEA3]- Crusher[-],[FAFF63]稀有[-]自动霰弹枪[DECEA3]-粉碎机[-]
gunShotgunT3AutoShotgunRareCrusherDesc,items,Gun,,This semi-automatic shotgun is a rare and devastating short-range weapon capable of making minced meat out of anything in its path.\n\nHas rare property [FAFF63]«Crusher»[-]\nWeapon damage increased.\n\nRepair with a Repair Kit.\nScrap to Shotgun Parts.,这把半自动霰弹枪是一种罕见且具有毁灭性的短程武器，能够将其路径上的任何东西变成肉末。\n\n拥有稀有属性[FAFF63]«粉碎者»[-]\n武器伤害增加。\n\n使用维修套件进行维修。\n霰弹枪零件废料。
gunShotgunT3AutoShotgunRareUnkillable,items,Gun,,[FAFF63]Rare[-] Auto Shotgun [DECEA3]- Unkillable[-],[FAFF63]稀有[-]自动霰弹枪[DECEA3]- 不可杀死[-]
gunShotgunT3AutoShotgunRareUnkillableDesc,items,Gun,,This semi-automatic shotgun is a rare and devastating short-range weapon capable of making minced meat out of anything in its path.\n\nHas rare property [FAFF63]«Unkillable»[-]\nThis weapon is almost indestructible when used.\n\nRepair with a Repair Kit.\nScrap to Shotgun Parts.,这把半自动霰弹枪是一种罕见且具有毁灭性的短程武器，能够将其路径上的任何东西变成肉末。\n\n拥有稀有属性[FAFF63]《不可杀死》[-]\n这种武器在使用时几乎坚不可摧。\n\n使用维修套件进行维修。\n霰弹枪零件废料。
gunShotgunT3AutoShotgunRareSnowstorm,items,Gun,,[FAFF63]Rare[-] Auto Shotgun [DECEA3]- Snowstorm[-],[FAFF63]稀有[-]自动霰弹枪[DECEA3]-暴风雪[-]
gunShotgunT3AutoShotgunRareSnowstormDesc,items,Gun,,"This semi-automatic shotgun is a rare and devastating short-range weapon capable of making minced meat out of anything in its path.\n\nHas rare property [FAFF63]«Snowstorm»[-]\nWhen hitting enemies, significantly reduces their mobility. The effect weakens over time.\n\nRepair with a Repair Kit.\nScrap to Shotgun Parts.",这把半自动霰弹枪是一种罕见且具有毁灭性的短程武器，能够将其路径上的任何东西变成肉末。\n\n拥有稀有属性[FAFF63]«暴风雪»[-]\n击中敌人时，显着降低其机动性。随着时间的推移，效果会减弱。\n\n使用维修套件进行维修。\n霰弹枪零件废料。
gunShotgunT3AutoShotgunRareUniversal,items,Gun,,[FAFF63]Rare[-] Auto Shotgun [DECEA3]- Universal[-],[FAFF63]稀有[-]自动霰弹枪[DECEA3]- 通用[-]
gunShotgunT3AutoShotgunRareUniversalDesc,items,Gun,,This semi-automatic shotgun is a rare and devastating short-range weapon capable of making minced meat out of anything in its path.\n\nHas rare property [FAFF63]«Universal»[-]\nThe number of installed modifications and the rate of fire have been increased.\n\nRepair with a Repair Kit.\nScrap to Shotgun Parts.,这把半自动霰弹枪是一种罕见且具有毁灭性的短程武器，能够将其路径上的任何东西变成肉末。\n\n具有稀有属性[FAFF63]《通用》[-]\n安装的修改数量和射速已增加。\n\n使用维修套件进行维修。\n霰弹枪零件废料。
gunMGT0PipeMachineGunRareCrusher,items,Gun,,[FAFF63]Rare[-] Pipe Machine Gun [DECEA3]- Crusher[-],[FAFF63]稀有[-]管机枪[DECEA3]-破碎机[-]
gunMGT0PipeMachineGunRareCrusherDesc,items,Gun,,A homemade automatic weapon firing 7.62 mm ammo.\n\nHas rare property [FAFF63]«Crusher»[-]\nWeapon damage increased.\n\nRepair with Short Iron Pipe.\nScrap to Iron.,发射 7.62 毫米弹药的自制自动武器。\n\n拥有稀有属性[FAFF63]«粉碎者»[-]\n武器伤害增加。\n\n用短铁管修理。\n废铁。
gunMGT0PipeMachineGunRareUniversal,items,Gun,,[FAFF63]Rare[-] Pipe Machine Gun [DECEA3]- Universal[-],[FAFF63]稀有[-]管机枪[DECEA3]-通用[-]
gunMGT0PipeMachineGunRareUniversalDesc,items,Gun,,A homemade automatic weapon firing 7.62 mm ammo.\n\nHas rare property [FAFF63]«Universal»[-]\nThe number of installed modifications has been increased.\n\nRepair with Short Iron Pipe.\nScrap to Iron.,发射 7.62 毫米弹药的自制自动武器。\n\n具有稀有属性[FAFF63]《通用》[-]\n安装的修改数量已增加。\n\n用短铁管修理。\n废铁。
gunMGT0PipeMachineGunRareUnkillable,items,Gun,,[FAFF63]Rare[-] Pipe Machine Gun [DECEA3]- Unkillable[-],[FAFF63]稀有[-]管机枪[DECEA3]- 不可杀死[-]
gunMGT0PipeMachineGunRareUnkillableDesc,items,Gun,,A homemade automatic weapon firing 7.62 mm ammo.\n\nHas rare property [FAFF63]«Unkillable»[-]\nThis weapon is almost indestructible when used.\n\nRepair with Short Iron Pipe.\nScrap to Iron.,发射 7.62 毫米弹药的自制自动武器。\n\n拥有稀有属性[FAFF63]《不可杀死》[-]\n这种武器在使用时几乎坚不可摧。\n\n用短铁管修理。\n废铁。
gunMGT1AK47RareCrusher,items,Gun,,[FAFF63]Rare[-] AK-47 Machine Gun [DECEA3]- Crusher[-],[FAFF63]稀有[-] AK-47机枪[DECEA3]-破碎机[-]
gunMGT1AK47RareCrusherDesc,items,Gun,,This badass AK-47 Machine Gun uses 7.62 mm ammo.\n\nHas rare property [FAFF63]«Crusher»[-]\nWeapon damage increased.\n\nRepair with a Repair Kit.\nScrap to Machine Gun Parts.,这把厉害的 AK-47 机枪使用 7.62 毫米弹药。\n\n拥有稀有属性[FAFF63]«粉碎者»[-]\n武器伤害增加。\n\n使用维修套件进行维修。\n机枪零件废料。
gunMGT1AK47RareExperienced,items,Gun,,[FAFF63]Rare[-] AK-47 Machine Gun [DECEA3]- Experienced[-],[FAFF63]稀有[-] AK-47机枪[DECEA3]-经验丰富[-]
gunMGT1AK47RareExperiencedDesc,items,Gun,,This badass AK-47 Machine Gun uses 7.62 mm ammo.\n\nHas rare property [FAFF63]«Experienced»[-]\nExperience gained from kills with this weapon has been increased by [DECEA3]15%[-].\n\nRepair with a Repair Kit.\nScrap to Machine Gun Parts.,这把厉害的 AK-47 机枪使用 7.62 毫米弹药。\n\n拥有稀有属性[FAFF63]《经验丰富》[-]\n使用该武器击杀获得的经验值增加了[DECEA3]15%[-]。\n\n使用维修套件进行维修。\n机枪零件废料。
gunMGT1AK47RareUnkillable,items,Gun,,[FAFF63]Rare[-] AK-47 Machine Gun [DECEA3]- Unkillable[-],[FAFF63]稀有[-] AK-47 机枪[DECEA3]- 不可杀死[-]
gunMGT1AK47RareUnkillableDesc,items,Gun,,This badass AK-47 Machine Gun uses 7.62mm ammo.\n\nHas rare property [FAFF63]«Unkillable»[-]\nThis weapon is almost indestructible when used.\n\nRepair with a Repair Kit.\nScrap to Machine Gun Parts.,这把厉害的 AK-47 机枪使用 7.62 毫米弹药。\n\n拥有稀有属性[FAFF63]《不可杀死》[-]\n这种武器在使用时几乎坚不可摧。\n\n使用维修套件进行维修。\n机枪零件废料。
gunMGT2TacticalARRareRapidfire,items,Gun,,[FAFF63]Rare[-] Tactical Assault Rifle [DECEA3]- Rapidfire[-],[FAFF63]稀有[-]战术突击步枪[DECEA3]-Rapidfire[-]
gunMGT2TacticalARRareRapidfireDesc,items,Gun,,"This Tactical Assault Rifle uses 7.62 mm ammo.\n\nHas rare property [FAFF63]«Rapidfire»[-]\nRate of fire increased, but damage and magazine size decreased.\n\nRepair with a Repair Kit.\nScrap to Machine Gun Parts.",这款战术突击步枪使用 7.62 毫米弹药。\n\n具有稀有属性[FAFF63]«Rapidfire»[-]\n射速增加，但伤害和弹匣大小减少。\n\n使用维修套件进行维修。\n机枪零件废料。
gunMGT2TacticalARRareApple,items,Gun,,[FAFF63]Rare[-] Tactical Assault Rifle [DECEA3]- Apple[-],[FAFF63]稀有[-]战术突击步枪[DECEA3]-Apple[-]
gunMGT2TacticalARRareAppleDesc,items,Gun,,This Tactical Assault Rifle uses 7.62 mm ammo.\n\nHas rare property [FAFF63]«Apple»[-]\nHeadshot damage increased by [DECEA3]50%[-].\n\nRepair with a Repair Kit.\nScrap to Machine Gun Parts.,这款战术突击步枪使用 7.62 毫米弹药。\n\n拥有稀有属性[FAFF63]«Apple»[-]\n爆头伤害增加[DECEA3]50%[-]。\n\n使用维修套件进行维修。\n机枪零件废料。
gunMGT2TacticalARRareExperienced,items,Gun,,[FAFF63]Rare[-] Tactical Assault Rifle [DECEA3]- Experienced[-],[FAFF63]稀有[-]战术突击步枪[DECEA3]- 经验丰富[-]
gunMGT2TacticalARRareExperiencedDesc,items,Gun,,This Tactical Assault Rifle uses 7.62 mm ammo.\n\nHas rare property [FAFF63]«Experienced»[-]\nExperience gained from kills with this weapon has been increased by [DECEA3]15%[-].\n\nRepair with a Repair Kit.\nScrap to Machine Gun Parts.,这款战术突击步枪使用 7.62 毫米弹药。\n\n拥有稀有属性[FAFF63]《经验丰富》[-]\n使用该武器击杀获得的经验值增加了[DECEA3]15%[-]。\n\n使用维修套件进行维修。\n机枪零件废料。
gunMGT3M60RareSnowstorm,items,Gun,,[FAFF63]Rare[-] M60 Machine Gun [DECEA3]- Snowstorm[-],[FAFF63]稀有[-] M60机枪[DECEA3]-暴风雪[-]
gunMGT3M60RareSnowstormDesc,items,Gun,,"Machine guns are somewhat cumbersome to use but excel at automatic fire. This one uses 7.62 mm ammo.\n\nHas rare property [FAFF63]«Snowstorm»[-]\nWhen hitting enemies, significantly reduces their mobility. The effect weakens over time.\n\nRepair with a Repair Kit.\nScrap to Machine Gun Parts.",机枪使用起来有些麻烦，但自动射击却很出色。该枪使用 7.62 毫米弹药。\n\n拥有稀有属性[FAFF63]«暴风雪»[-]\n击中敌人时，显着降低其机动性。随着时间的推移，效果会减弱。\n\n使用维修套件进行维修。\n机枪零件废料。
gunMGT3M60RareUniversal,items,Gun,,[FAFF63]Rare[-] M60 Machine Gun [DECEA3]- Universal[-],[FAFF63]稀有[-] M60机枪[DECEA3]-通用[-]
gunMGT3M60RareUniversalDesc,items,Gun,,Machine guns are somewhat cumbersome to use but excel at automatic fire. This one uses 7.62 mm ammo.\n\nHas rare property [FAFF63]«Universal»[-]\nThe number of installed modifications and the magazine size have been increased.\n\nRepair with a Repair Kit.\nScrap to Machine Gun Parts.,机枪使用起来有些麻烦，但自动射击却很出色。该枪使用 7.62 毫米弹药。\n\n具有稀有属性[FAFF63]《通用》[-]\n安装修改数量和弹匣大小已增加。\n\n使用维修套件进行维修。\n机枪零件废料。
