Key,Source,Context,Changes,English,Italian
startQuest14Offer,Quest,Quest Info,,"[FF6666]Chapter 12. The Last Hunt (Completion)[-]\n\n«Yeah baby, these things deserve to be exterminated. Keep up the good work and I won't hurt you. Kill the last 2000 zombies and I'll give you a truly unique reward. Good luck on your hunt!» [DECEA3]- Wild[-]","[FF6666]Capitolo 12. L'ultima caccia (Completamento)[-]\n\n«Sì tesoro, queste cose meritano di essere sterminate. Continua così e non ti farò del male. Uccidi gli ultimi 2000 zombie e ti darò una ricompensa davvero unica. Buona fortuna per la tua caccia!» [DECEA3]- Selvaggio[-]"

==== chain of quests «RESOURCE COLLECTOR» ====

Ingredients_ResCollector1,items,Item,,Ingredients [FAFF63]Useful pieces of iron[-],Ingredienti [FAFF63]Pezzi di ferro utili[-]
Ingredients_ResCollector2,items,Item,,Ingredients [FAFF63]Strong and sturdy[-],Ingredienti [FAFF63]Forte e robusto[-]
Ingredients_ResCollector3,items,Item,,Ingredients [FAFF63]A bit of technology[-],Ingredienti [FAFF63]Un po' di tecnologia[-]
Ingredients_ResCollector4,items,Item,,Ingredients [FAFF63]Upgrade[-],Ingredienti [FAFF63]Aggiornamento[-]
Ingredients_ResCollector5,items,Item,,Ingredients [FAFF63]The latest miracle of technology[-],Ingredienti [FAFF63]L'ultimo miracolo della tecnologia[-]
Ingredients_ResCollector6,items,Item,,Ingredients [FAFF63]Useful bonus[-],Ingredienti [FAFF63]Bonus utili[-]
Chapter1_resCollector,items,Item,,[DECEA3]Quest[-] Resources Collector [FAFF63]Chapter 1[-] Useful pieces of iron,[DECEA3]Quest[-] Raccoglitore di risorse [FAFF63]Capitolo 1[-] Pezzi di ferro utili
Chapter1_resCollectorDesc,items,Item,,Starts [FAFF63]Chapter 1[-] of the quest [FAFF63]Resources Collector:[-] Useful pieces of iron\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. It can only be restarted by an administrator.[-],Inizia il [FAFF63]Capitolo 1[-] della missione [FAFF63]Raccoglitore di risorse:[-] Pezzi di ferro utili\n\n[DECEA3]Attenzione! L'annullamento di questa missione interromperà l'intera catena di missioni. Può essere riavviato solo da un amministratore.[-]
Chapter2_resCollector,items,Item,,[DECEA3]Quest[-] Resources Collector [FAFF63]Chapter 2[-] Strong and sturdy,[DECEA3]Quest[-] Raccoglitore di risorse [FAFF63]Capitolo 2[-] Forte e robusto
Chapter2_resCollectorDesc,items,Item,,Starts [FAFF63]Chapter 2[-] of the quest [FAFF63]Resources Collector:[-] Strong and sturdy\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. It can only be restarted by an administrator.[-],Inizia il [FAFF63]Capitolo 2[-] della missione [FAFF63]Raccoglitore di risorse:[-] Forte e robusto\n\n[DECEA3]Attenzione! L'annullamento di questa missione interromperà l'intera catena di missioni. Può essere riavviato solo da un amministratore.[-]
Chapter3_resCollector,items,Item,,[DECEA3]Quest[-] Resources Collector [FAFF63]Chapter 3[-] A bit of technology,[DECEA3]Quest[-] Raccoglitore di risorse [FAFF63]Capitolo 3[-] Un po' di tecnologia
Chapter3_resCollectorDesc,items,Item,,Starts [FAFF63]Chapter 3[-] of the quest [FAFF63]Resources Collector:[-] A bit of technology\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. It can only be restarted by an administrator.[-],Inizia il [FAFF63]Capitolo 3[-] della missione [FAFF63]Raccoglitore di risorse:[-] Un po' di tecnologia\n\n[DECEA3]Attenzione! L'annullamento di questa missione interromperà l'intera catena di missioni. Può essere riavviato solo da un amministratore.[-]
Chapter4_resCollector,items,Item,,[DECEA3]Quest[-] Resources Collector [FAFF63]Chapter 4[-] Upgrade,[DECEA3]Quest[-] Raccoglitore di risorse [FAFF63]Capitolo 4[-] Aggiornamento
Chapter4_resCollectorDesc,items,Item,,Starts [FAFF63]Chapter 4[-] of the quest [FAFF63]Resources Collector:[-] Upgrade\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. It can only be restarted by an administrator.[-],Inizia il [FAFF63]Capitolo 4[-] della missione [FAFF63]Raccoglitore di risorse:[-] Migliora\n\n[DECEA3]Attenzione! L'annullamento di questa missione interromperà l'intera catena di missioni. Può essere riavviato solo da un amministratore.[-]
Chapter5_resCollector,items,Item,,[DECEA3]Quest[-] Resources Collector [FAFF63]Chapter 5[-] The latest miracle of technology,[DECEA3]Quest[-] Raccoglitore di risorse [FAFF63]Capitolo 5[-] L'ultimo miracolo della tecnologia
Chapter5_resCollectorDesc,items,Item,,Starts [FAFF63]Chapter 5[-] of the quest [FAFF63]Resources Collector:[-] The latest miracle of technology\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. It can only be restarted by an administrator.[-],Inizia il [FAFF63]Capitolo 5[-] della missione [FAFF63]Raccoglitore di risorse:[-] L'ultimo miracolo della tecnologia\n\n[DECEA3]Attenzione! L'annullamento di questa missione interromperà l'intera catena di missioni. Può essere riavviato solo da un amministratore.[-]
Chapter6_resCollector,items,Item,,[DECEA3]Quest[-] Resources Collector [FAFF63]Chapter 6[-] Useful bonus,[DECEA3]Quest[-] Raccoglitore di risorse [FAFF63]Capitolo 6[-] Bonus utile
Chapter6_resCollectorDesc,items,Item,,Starts [FAFF63]Chapter 6[-] of the quest [FAFF63]Resources Collector:[-] Useful bonus\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. It can only be restarted by an administrator.[-],Inizia il [FAFF63]Capitolo 6[-] della missione [FAFF63]Raccoglitore di risorse:[-] Bonus utile\n\n[DECEA3]Attenzione! L'annullamento di questa missione interromperà l'intera catena di missioni. Può essere riavviato solo da un amministratore.[-]
ResCollector1Name,Quest,Quest Info,,[DECEA3]Quest[-] Resources Collector [FAFF63]Chapter 1[-],[DECEA3]Quest[-] Raccoglitore di risorse [FAFF63]Capitolo 1[-]
ResCollector1Offer,Quest,Quest Info,,[FAFF63]Chapter 1. Useful pieces of iron[-]\n\n«Even infected builders can carry tool parts. Kill them on sight!\nCollect the resources when you kill enough and take them to any trader. You can get an iron tool of your choice.» [DECEA3]- Hugh[-],[FAFF63]Capitolo 1. Pezzi di ferro utili[-]\n\n«Anche i costruttori infetti possono trasportare parti di utensili. Uccidili a vista!\nRaccogli le risorse quando ne uccidi abbastanza e portale a qualsiasi commerciante. Puoi procurarti uno strumento di ferro a tua scelta.» [DECEA3]- Ugo[-]
ResCollector2Name,Quest,Quest Info,,[DECEA3]Quest[-] Resources Collector [FAFF63]Chapter 2[-],[DECEA3]Quest[-] Raccoglitore di risorse [FAFF63]Capitolo 2[-]
ResCollector2Offer,Quest,Quest Info,,[FAFF63]Chapter 2. Strong and sturdy[-]\n\n«Even infected builders can carry tool parts. Kill them on sight!\nCollect the resources when you kill enough and take them to any trader. You can get a steel tool of your choice.» [DECEA3]- Hugh[-],[FAFF63]Capitolo 2. Forte e robusto[-]\n\n«Anche i costruttori infetti possono trasportare parti di utensili. Uccidili a vista!\nRaccogli le risorse quando ne uccidi abbastanza e portale a qualsiasi commerciante. Puoi procurarti uno strumento in acciaio a tua scelta.» [DECEA3]- Ugo[-]
ResCollector3Name,Quest,Quest Info,,[DECEA3]Quest[-] Resources Collector [FAFF63]Chapter 3[-],[DECEA3]Quest[-] Raccoglitore di risorse [FAFF63]Capitolo 3[-]
ResCollector3Offer,Quest,Quest Info,,[FAFF63]Chapter 3. A bit of technology[-]\n\n«Even infected builders can carry tool parts. Kill them on sight!\nCollect the resources when you kill enough and take them to any trader. You can get a power tool of your choice.» [DECEA3]- Hugh[-],[FAFF63]Capitolo 3. Un po' di tecnologia[-]\n\n«Anche i costruttori infetti possono trasportare parti di utensili. Uccidili a vista!\nRaccogli le risorse quando ne uccidi abbastanza e portale a qualsiasi commerciante. Puoi acquistare l'utensile elettrico che preferisci.» [DECEA3]- Ugo[-]
ResCollector4Name,Quest,Quest Info,,[DECEA3]Quest[-] Resources Collector [FAFF63]Chapter 4[-],[DECEA3]Quest[-] Raccoglitore di risorse [FAFF63]Capitolo 4[-]
ResCollector4Offer,Quest,Quest Info,,[FAFF63]Chapter 4. Upgrade[-]\n\n«Even infected builders can carry tool parts. Kill them on sight!\nCollect the resources when you kill enough and take them to any trader. You can get an improved power tool of your choice.» [DECEA3]- Hugh[-],[FAFF63]Capitolo 4. Aggiornamento[-]\n\n«Anche i costruttori infetti possono trasportare parti di utensili. Uccidili a vista!\nRaccogli le risorse quando ne uccidi abbastanza e portale a qualsiasi commerciante. Puoi ottenere un elettroutensile migliorato di tua scelta.» [DECEA3]- Ugo[-]
ResCollector5Name,Quest,Quest Info,,[DECEA3]Quest[-] Resources Collector [FAFF63]Chapter 5[-],[DECEA3]Quest[-] Raccoglitore di risorse [FAFF63]Capitolo 5[-]
ResCollector5Offer,Quest,Quest Info,,[FAFF63]Chapter 5. The latest miracle of technology[-]\n\n«Even infected builders can carry tool parts. Kill them on sight!\nCollect the resources when you kill enough and take them to any trader. You can get a reactor power tool of your choice.» [DECEA3]- Hugh[-],[FAFF63]Capitolo 5. L'ultimo miracolo della tecnologia[-]\n\n«Anche i costruttori infetti possono trasportare parti di utensili. Uccidili a vista!\nRaccogli le risorse quando ne uccidi abbastanza e portale a qualsiasi commerciante. Puoi procurarti un elettroutensile per reattori a tua scelta.» [DECEA3]- Ugo[-]
ResCollector6Name,Quest,Quest Info,,[DECEA3]Quest[-] Resources Collector [FAFF63]Chapter 6[-],[DECEA3]Quest[-] Raccoglitore di risorse [FAFF63]Capitolo 6[-]
ResCollector6Offer,Quest,Quest Info,,"[FAFF63]Chapter 6. Useful bonus[-]\n\n«Even infected builders can carry tool parts. Kill them on sight!\nCollect the resources when you kill enough and take them to any trader. You will be able to get a reactor charging station of your choice, as well as a random unique modification for your tool.» [DECEA3]- Hugh[-]","[FAFF63]Capitolo 6. Bonus utile[-]\n\n«Anche i costruttori infetti possono trasportare parti di utensili. Uccidili a vista!\nRaccogli le risorse quando ne uccidi abbastanza e portale a qualsiasi commerciante. Potrai ottenere una stazione di ricarica del reattore a tua scelta, nonché una modifica unica casuale per il tuo strumento.» [DECEA3]- Ugo[-]"

==== chain of quests «NEW HOME» ====

Chapter1_newHome,items,Item,,[DECEA3]Quest[-] New Home [FF7E2F]Chapter 1[-] Hut,[DECEA3]Quest[-] Nuova casa [FF7E2F]Capitolo 1[-] Capanna
Chapter1_newHomeDesc,items,Item,,Starts [FF7E2F]Chapter 1[-] of the quest [FF7E2F]New Home:[-] Hut\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. It can only be restarted by an administrator.[-],Inizia il [FF7E2F]Capitolo 1[-] della missione [FF7E2F]Nuova casa:[-] Capanna\n\n[DECEA3]Attenzione! L'annullamento di questa missione interromperà l'intera catena di missioni. Può essere riavviato solo da un amministratore.[-]
Chapter2_newHome,items,Item,,[DECEA3]Quest[-] New Home [FF7E2F]Chapter 2[-] Strong walls,[DECEA3]Quest[-] Nuova casa [FF7E2F]Capitolo 2[-] Mura forti
Chapter2_newHomeDesc,items,Item,,Starts [FF7E2F]Chapter 2[-] of the quest [FF7E2F]New Home:[-] Strong walls\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. It can only be restarted by an administrator.[-],Inizia il [FF7E2F]Capitolo 2[-] della missione [FF7E2F]Nuova casa:[-] Mura forti\n\n[DECEA3]Attenzione! L'annullamento di questa missione interromperà l'intera catena di missioni. Può essere riavviato solo da un amministratore.[-]
Chapter3_newHome,items,Item,,[DECEA3]Quest[-] New Home [FF7E2F]Chapter 3[-] Bunker,[DECEA3]Quest[-] Nuova casa [FF7E2F]Capitolo 3[-] Bunker
Chapter3_newHomeDesc,items,Item,,Starts [FF7E2F]Chapter 3[-] of the quest [FF7E2F]New Home:[-] Bunker\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. It can only be restarted by an administrator.[-],Inizia il [FF7E2F]Capitolo 3[-] della missione [FF7E2F]Nuova casa:[-] Bunker\n\n[DECEA3]Attenzione! L'annullamento di questa missione interromperà l'intera catena di missioni. Può essere riavviato solo da un amministratore.[-]
Chapter4_newHome,items,Item,,[DECEA3]Quest[-] New Home [FF7E2F]Chapter 4[-] Bomb shelter,[DECEA3]Quest[-] Nuova casa [FF7E2F]Capitolo 4[-] Rifugio antiaereo
Chapter4_newHomeDesc,items,Item,,Starts [FF7E2F]Chapter 4[-] of the quest [FF7E2F]New Home:[-] Bomb shelter\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. It can only be restarted by an administrator.[-],Inizia il [FF7E2F]Capitolo 4[-] della missione [FF7E2F]Nuova casa:[-] Rifugio antiaereo\n\n[DECEA3]Attenzione! L'annullamento di questa missione interromperà l'intera catena di missioni. Può essere riavviato solo da un amministratore.[-]
NewHome1Name,Quest,Quest Info,,[DECEA3]Quest[-] New Home [FF7E2F]Chapter 1[-],[DECEA3]Quest[-] Nuova casa [FF7E2F]Capitolo 1[-]
NewHome1Offer,Quest,Quest Info,,"[FF7E2F]Chapter 1. Hut[-]\n\n«If you want to survive here, you'll need a roof over your head. I'm not sure you have any experience in construction, but right now we need everyone who doesn't bite. I think I can help you.\nBuild yourself a new wooden home and come to me. I'll return some of the resources and pick up a new tool for construction.» [DECEA3]- da Vinci[-]","[FF7E2F]Capitolo 1. Capanna[-]\n\n«Se vuoi sopravvivere qui, avrai bisogno di un tetto sopra la testa. Non sono sicuro che tu abbia esperienza nel settore edile, ma in questo momento abbiamo bisogno di tutti coloro che non mordono. Penso di poterti aiutare.\nCostruisciti una nuova casa di legno e vieni da me. Restituirò parte delle risorse e prenderò un nuovo strumento per la costruzione.» [DECEA3]- da Vinci[-]"
NewHome2Name,Quest,Quest Info,,[DECEA3]Quest[-] New Home [FF7E2F]Chapter 2[-],[DECEA3]Quest[-] Nuova casa [FF7E2F]Capitolo 2[-]
NewHome2Offer,Quest,Quest Info,,"[FF7E2F]Chapter 2. Strong walls[-]\n\n«You have potential as a builder. A wooden house is good, but stronger creatures can easily deal with it. I think it's time to improve your home.\nImprove your walls with cobblestones, and strengthen your doors with iron, and come to me. I'll return some of the resources and pick up a new tool and equipment for construction.» [DECEA3]- da Vinci[-]","[FF7E2F]Capitolo 2. Muri forti[-]\n\n«Hai del potenziale come costruttore. Una casa di legno è buona, ma le creature più forti possono facilmente affrontarla. Penso che sia ora di migliorare la tua casa.\nMigliora i tuoi muri con i ciottoli e rinforza le tue porte con il ferro, e vieni da me. Restituirò parte delle risorse e prenderò un nuovo strumento e attrezzatura per la costruzione.» [DECEA3]- da Vinci[-]"
NewHome3Name,Quest,Quest Info,,[DECEA3]Quest[-] New Home [FF7E2F]Chapter 3[-],[DECEA3]Quest[-] Nuova casa [FF7E2F]Capitolo 3[-]
NewHome3Offer,Quest,Quest Info,,"[FF7E2F]Chapter 3. Bunker[-]\n\n«Now that's a different matter. Now you can create a real bunker. Concrete walls are much stronger than stone ones and it's time to use them.\nImprove your walls with concrete, and strengthen your doors with steel, and come to me. I'll return some of the resources and pick up new tools and equipment for construction.» [DECEA3]- da Vinci[-]","[FF7E2F]Capitolo 3. Bunker[-]\n\n«Questa è una questione diversa. Ora puoi creare un vero bunker. I muri di cemento sono molto più resistenti di quelli di pietra ed è ora di usarli.\nMigliora i tuoi muri con il cemento e rinforza le tue porte con l'acciaio, e vieni da me. Restituirò parte delle risorse e raccoglierò nuovi strumenti e attrezzature per la costruzione.» [DECEA3]- da Vinci[-]"
NewHome4Name,Quest,Quest Info,,[DECEA3]Quest[-] New Home [FF7E2F]Chapter 4[-],[DECEA3]Quest[-] Nuova casa [FF7E2F]Capitolo 4[-]
NewHome4Offer,Quest,Quest Info,,"[FF7E2F]Chapter 4. Bomb shelter[-]\n\n«Well, in such a house you won't be afraid of anything... except the horde, of course. It's time to use more durable materials. In addition to durability, steel is an excellent protection against explosions.\nUpgrade your walls with steel and install electric doors and hatches, and come to me. I'll return some of the resources and select the best tool and equipment for construction.\nAfter the upgrade, you can stock up on popcorn and watch any hordes from the roof.» [DECEA3]- da Vinci[-]","[FF7E2F]Capitolo 4. Rifugio antiaereo[-]\n\n«Beh, in una casa del genere non avrai paura di nulla... tranne dell'orda, ovviamente. È ora di utilizzare materiali più durevoli. Oltre alla durabilità, l'acciaio è un'eccellente protezione contro le esplosioni.\nAggiorna le tue pareti con l'acciaio e installa porte e portelli elettrici e vieni da me. Restituirò alcune delle risorse e selezionerò gli strumenti e le attrezzature migliori per la costruzione.\nDopo l'aggiornamento, potrai fare scorta di popcorn e osservare le orde dal tetto.» [DECEA3]- da Vinci[-]"
buffStartBleedingName,buffs,buff,,Bleeding wound,Ferita sanguinante
bookStartSupplyCache,items,Item,,[DECEA3]Quest[-] Supply cache,[DECEA3]Quest[-] Cassa di rifornimenti
bookStartSupplyCacheDesc,items,Item,,Quest to find a supply cache from surviving settlers\n\n[DECEA3]Warning! This quest may be deadly. Prepare thoroughly before attempting it.[-],Missione per trovare un deposito di rifornimenti dai coloni sopravvissuti\n\n[DECEA3]Attenzione! Questa ricerca potrebbe essere mortale. Preparati accuratamente prima di provarlo.[-]
